x, y, height, width
72,1632,16,16
72,3440,16,16
72,3456,16,16
88,3424,16,16
88,3440,16,16
88,3456,16,16
104,3408,16,16
104,3424,16,16
104,3440,16,16
104,3456,16,16
120,3392,16,16
120,3408,16,16
120,3424,16,16
120,3440,16,16
120,3456,16,16
136,1584,16,16
136,1600,8,16
136,1608,8,16
136,1616,8,16
136,1624,8,16
136,1632,8,16
136,1640,8,16
136,1648,8,16
136,1656,8,16
136,1664,8,16
136,1680,16,16
136,3376,16,16
136,3392,16,16
136,3408,16,16
136,3424,16,16
136,3440,16,16
136,3456,16,16
152,192,16,16
152,208,16,16
152,224,16,16
152,240,8,16
152,248,8,16
152,256,8,16
152,264,8,16
152,272,8,16
152,280,8,16
152,288,8,16
152,296,8,16
152,304,8,16
152,312,8,16
152,320,8,16
152,328,8,16
152,336,8,16
152,344,8,16
152,352,8,16
152,360,8,16
152,368,8,16
152,376,8,16
152,384,8,16
152,392,8,16
152,400,8,16
152,408,8,16
152,416,8,16
152,424,8,16
152,432,8,16
152,440,8,16
152,448,8,16
152,456,8,16
152,464,8,16
152,472,8,16
152,480,8,16
152,496,16,16
152,512,8,16
152,520,8,16
152,528,8,16
152,536,8,16
152,544,8,16
152,552,8,16
152,560,8,16
152,568,8,16
152,576,8,16
152,584,8,16
152,592,8,16
152,600,8,16
152,608,8,16
152,616,8,16
152,624,8,16
152,632,8,16
152,640,8,16
152,648,8,16
152,656,8,16
152,664,8,16
152,672,8,16
152,680,8,16
152,688,8,16
152,696,8,16
152,704,8,16
152,712,8,16
152,720,8,16
152,728,8,16
152,736,8,16
152,752,16,16
152,768,8,16
152,776,8,16
152,784,8,16
152,792,8,16
152,800,8,16
152,808,8,16
152,816,8,16
152,824,8,16
152,832,8,16
152,840,8,16
152,848,8,16
152,856,8,16
152,864,8,16
152,872,8,16
152,880,8,16
152,888,8,16
152,896,8,16
152,904,8,16
152,912,8,16
152,920,8,16
152,928,8,16
152,936,8,16
152,944,8,16
152,952,8,16
152,960,8,16
152,968,8,16
152,976,8,16
152,984,8,16
152,992,8,16
152,1008,16,16
152,1088,16,16
152,1104,8,16
152,1112,8,16
152,1120,8,16
152,1128,8,16
152,1136,8,16
152,1144,8,16
152,1152,8,16
152,1160,8,16
152,1168,8,16
152,1176,8,16
152,1184,8,16
152,1192,8,16
152,1200,8,16
152,1208,8,16
152,1216,8,16
152,1224,8,16
152,1232,8,16
152,1240,8,16
152,1248,8,16
152,1264,16,16
152,1344,16,16
152,1360,8,16
152,1368,8,16
152,1376,8,16
152,1384,8,16
152,1392,8,16
152,1400,8,16
152,1408,8,16
152,1416,8,16
152,1424,8,16
152,1432,8,16
152,1440,8,16
152,1448,8,16
152,1456,8,16
152,1464,8,16
152,1472,8,16
152,1480,8,16
152,1488,8,16
152,1496,8,16
152,1504,8,16
152,1520,16,16
152,1584,16,16
152,1680,16,16
152,1952,8,16
152,1960,8,16
152,1968,8,16
152,1976,8,16
152,1984,8,16
152,2032,16,16
152,2048,8,16
152,2056,8,16
152,2064,8,16
152,2072,8,16
152,2080,8,16
152,2088,8,16
152,2096,8,16
152,2104,8,16
152,2112,8,16
152,2120,8,16
152,2128,8,16
152,2136,8,16
152,2144,8,16
152,2152,8,16
152,2160,8,16
152,2168,8,16
152,2176,8,16
152,2184,8,16
152,2192,8,16
152,2200,8,16
152,2208,8,16
152,2216,8,16
152,2224,8,16
152,2232,8,16
152,2240,8,16
152,2248,8,16
152,2256,8,16
152,2264,8,16
152,2272,8,16
152,2288,16,16
152,2544,16,16
152,2560,8,16
152,2568,8,16
152,2576,8,16
152,2584,8,16
152,2592,8,16
152,2600,8,16
152,2608,8,16
152,2616,8,16
152,2624,8,16
152,2632,8,16
152,2640,8,16
152,2648,8,16
152,2656,8,16
152,2664,8,16
152,2672,8,16
152,2688,16,16
152,2736,8,16
152,2744,8,16
152,2752,8,16
152,2800,8,16
152,2808,8,16
152,2816,8,16
152,2864,8,16
152,2872,8,16
152,2880,8,16
152,2928,16,16
152,2944,8,16
152,2952,8,16
152,2960,8,16
152,2968,8,16
152,2976,8,16
152,2984,8,16
152,2992,8,16
152,3000,8,16
152,3008,8,16
152,3016,8,16
152,3024,8,16
152,3032,8,16
152,3040,8,16
152,3048,8,16
152,3056,8,16
152,3064,8,16
152,3072,8,16
152,3088,16,16
152,3104,16,16
152,3360,16,16
152,3376,16,16
152,3392,16,16
152,3408,16,16
152,3424,16,16
152,3440,16,16
152,3456,16,16
168,176,16,16
168,192,16,16
168,208,16,16
168,224,16,16
168,496,16,16
168,752,16,16
168,1008,16,16
168,1088,16,16
168,1264,16,16
168,1344,16,16
168,1520,16,16
168,1584,16,16
168,1680,16,16
168,2032,16,16
168,2288,16,16
168,2544,16,16
168,2688,16,16
168,2928,16,16
168,3088,16,16
168,3104,16,16
168,3120,16,16
168,3344,16,16
168,3360,16,16
168,3376,16,16
168,3392,16,16
168,3408,16,16
168,3424,16,16
168,3440,16,16
168,3456,16,16
184,160,16,16
184,176,16,16
184,192,16,16
184,208,16,16
184,224,16,16
184,496,16,16
184,752,16,16
184,1008,16,16
184,1088,16,16
184,1264,16,16
184,1344,16,16
184,1520,16,16
184,1584,16,16
184,1680,16,16
184,2032,16,16
184,2288,16,16
184,2336,16,16
184,2352,8,16
184,2360,8,16
184,2368,8,16
184,2376,8,16
184,2384,8,16
184,2392,8,16
184,2400,8,16
184,2408,8,16
184,2416,8,16
184,2424,8,16
184,2432,8,16
184,2440,8,16
184,2448,8,16
184,2456,8,16
184,2464,8,16
184,2480,16,16
184,2544,16,16
184,2688,16,16
184,2928,16,16
184,3088,16,16
184,3104,16,16
184,3120,16,16
184,3136,16,16
184,3328,16,16
184,3344,16,16
184,3360,16,16
184,3376,16,16
184,3392,16,16
184,3408,16,16
184,3424,16,16
184,3440,16,16
184,3456,16,16
184,3600,16,16
200,0,16,16
200,16,16,16
200,32,16,16
200,48,16,16
200,64,16,16
200,80,16,16
200,96,16,16
200,128,16,8
200,135,16,8
200,143,16,8
200,151,16,8
200,159,16,8
200,167,16,8
200,175,16,8
200,183,16,8
200,191,16,8
200,199,16,8
200,207,16,8
200,215,16,8
200,223,16,8
200,231,16,8
200,239,16,8
200,247,16,9
200,496,16,16
200,752,16,16
200,1008,16,16
200,1088,16,16
200,1264,16,16
200,1344,16,16
200,1520,16,16
200,1584,16,16
200,1680,16,16
200,1792,16,8
200,1799,16,8
200,1807,16,8
200,1815,16,8
200,1823,16,8
200,1831,16,8
200,1839,16,8
200,1847,16,8
200,1855,16,8
200,1863,16,8
200,1871,16,8
200,1879,16,8
200,1887,16,8
200,1895,16,8
200,1903,16,8
200,1911,16,9
200,2032,16,16
200,2288,16,16
200,2336,16,16
200,2480,16,16
200,2544,16,16
200,2688,16,16
200,2928,16,16
200,3072,16,8
200,3079,16,8
200,3087,16,8
200,3095,16,8
200,3103,16,8
200,3111,16,8
200,3119,16,8
200,3127,16,8
200,3135,16,8
200,3143,16,8
200,3151,16,8
200,3159,16,8
200,3167,16,8
200,3175,16,8
200,3183,16,8
200,3191,16,8
200,3199,16,8
200,3207,16,8
200,3215,16,8
200,3223,16,8
200,3231,16,8
200,3239,16,8
200,3247,16,8
200,3255,16,8
200,3263,16,8
200,3271,16,9
200,3312,16,16
200,3328,16,16
200,3344,16,16
200,3360,16,16
200,3376,16,16
200,3392,16,16
200,3408,16,16
200,3424,16,16
200,3440,16,16
200,3456,16,16
200,3472,16,16
200,3488,16,16
200,3504,16,16
200,3520,16,16
200,3536,16,16
200,3552,16,16
200,3568,16,16
200,3584,16,16
200,3600,16,16
200,3616,16,16
200,3632,16,16
200,3648,16,16
200,3664,16,16
200,3680,16,16
200,3696,16,16
200,3712,16,16
200,3728,16,16
200,3744,16,16
200,3760,16,16
200,3776,16,16
