x, y, height, width
72,1632,16,16
72,3440,16,32
88,3424,16,48
104,3408,16,64
120,3392,16,80
136,1584,16,16
136,1600,8,80
136,1680,16,16
136,3376,16,96
152,192,16,48
152,240,8,256
152,496,16,16
152,512,8,240
152,752,16,16
152,768,8,240
152,1008,16,16
152,1088,16,16
152,1104,8,160
152,1264,16,16
152,1344,16,16
152,1360,8,160
152,1520,16,16
152,1584,16,16
152,1680,16,16
152,1952,8,48
152,2032,16,16
152,2048,8,240
152,2288,16,16
152,2544,16,16
152,2560,8,128
152,2688,16,16
152,2736,8,32
152,2800,8,32
152,2864,8,32
152,2928,16,16
152,2944,8,144
152,3088,16,32
152,3360,16,112
168,176,16,64
168,496,16,16
168,752,16,16
168,1008,16,16
168,1088,16,16
168,1264,16,16
168,1344,16,16
168,1520,16,16
168,1584,16,16
168,1680,16,16
168,2032,16,16
168,2288,16,16
168,2544,16,16
168,2688,16,16
168,2928,16,16
168,3088,16,48
168,3344,16,128
184,160,16,80
184,496,16,16
184,752,16,16
184,1008,16,16
184,1088,16,16
184,1264,16,16
184,1344,16,16
184,1520,16,16
184,1584,16,16
184,1680,16,16
184,2032,16,16
184,2288,16,16
184,2336,16,16
184,2352,8,128
184,2480,16,16
184,2544,16,16
184,2688,16,16
184,2928,16,16
184,3088,16,64
184,3328,16,144
184,3600,16,16
200,0,16,112
200,128,16,128
200,496,16,16
200,752,16,16
200,1008,16,16
200,1088,16,16
200,1264,16,16
200,1344,16,16
200,1520,16,16
200,1584,16,16
200,1680,16,16
200,1792,16,128
200,2032,16,16
200,2288,16,16
200,2336,16,16
200,2480,16,16
200,2544,16,16
200,2688,16,16
200,2928,16,16
200,3072,16,208
200,3312,16,480
