x, y, height, width
40,3040,16,16
40,3056,16,16
56,3040,16,16
56,3056,16,16
72,448,16,16
72,464,16,16
72,472,16,16
72,480,16,16
72,488,16,16
72,496,16,16
72,848,16,16
72,864,16,16
72,880,16,16
72,896,16,16
72,912,16,16
72,1104,16,16
72,1120,16,16
72,1128,16,16
72,1136,16,16
72,1144,16,16
72,1152,16,16
72,1296,16,16
72,1304,16,16
72,1312,16,16
72,1328,16,16
72,1344,16,16
72,1352,16,16
72,1360,16,16
72,1472,16,16
72,1480,16,16
72,1488,16,16
72,1496,16,16
72,1504,16,16
72,1512,16,16
72,1520,16,16
72,2000,16,16
72,2016,16,16
72,2024,16,16
72,2032,16,16
72,2040,16,16
72,2048,16,16
72,2624,16,16
72,2632,16,16
72,2640,16,16
72,2648,16,16
72,2656,16,16
72,2664,16,16
72,2672,16,16
72,2680,16,16
72,2688,16,16
72,2752,16,16
72,2976,16,16
72,3040,16,16
72,3056,16,16
88,3040,16,16
88,3056,16,16
104,3040,16,16
104,3056,16,16
120,384,16,16
120,2080,16,32
120,3040,16,16
120,3056,16,16
136,240,16,16
136,256,16,16
136,272,16,16
136,368,16,16
136,384,16,16
136,448,16,16
136,544,16,16
136,736,16,32
136,848,16,16
136,864,16,16
136,880,16,16
136,896,16,16
136,912,16,16
136,1088,16,16
136,1184,16,32
136,1264,16,16
136,1280,16,16
136,1296,16,16
136,1312,16,16
136,1360,16,16
136,1376,16,16
136,1392,16,16
136,1648,16,32
136,1952,16,32
136,2080,16,32
136,2576,16,16
136,2720,16,16
136,2960,16,16
136,2968,16,16
136,2976,16,16
136,3040,16,16
136,3056,16,16
138,2080,16,32
140,2080,16,32
142,2080,16,32
144,2080,16,32
146,2080,16,32
148,2080,16,32
150,2080,16,32
152,352,16,16
152,368,16,16
152,384,16,16
152,544,16,16
152,736,16,32
152,1184,16,32
152,1648,16,32
152,1952,16,32
152,2016,16,32
152,2080,16,32
152,2464,16,16
152,2816,16,32
152,3040,16,16
152,3056,16,16
154,736,16,32
154,1184,16,32
154,1648,16,32
154,1952,16,32
154,2080,16,32
156,736,16,32
156,1184,16,32
156,1648,16,32
156,1952,16,32
156,2080,16,32
158,736,16,32
158,1184,16,32
158,1648,16,32
158,1952,16,32
158,2080,16,32
160,736,16,32
160,1184,16,32
160,1648,16,32
160,1952,16,32
160,2080,16,32
162,736,16,32
162,1184,16,32
162,1648,16,32
162,1952,16,32
162,2080,16,32
164,736,16,32
164,1184,16,32
164,1648,16,32
164,1952,16,32
164,2080,16,32
166,736,16,32
166,1184,16,32
166,1648,16,32
166,1952,16,32
166,2080,16,32
168,336,16,16
168,352,16,16
168,368,16,16
168,384,16,16
168,544,16,16
168,560,16,16
168,736,16,32
168,1184,16,32
168,1648,16,32
168,1840,16,32
168,1952,16,32
168,2016,16,32
168,2080,16,32
168,2464,16,16
