96 | 0
112 | 0
128 | 0
144 | 0
160 | 0
176 | 0
192 | 0
208 | 0
224 | 0
240 | 0
256 | 0
272 | 0
288 | 0
304 | 0
320 | 0
336 | 0
352 | 0
368 | 0
384 | 0
400 | 0
416 | 0
432 | 0
448 | 0
464 | 0
480 | 0
496 | 0
512 | 0
528 | 0
544 | 0
560 | 0
576 | 0
592 | 0
608 | 0
624 | 0
640 | 0
656 | 0
672 | 0
688 | 0
704 | 0
720 | 0
736 | 0
752 | 0
768 | 0
784 | 0
800 | 0
816 | 0
832 | 0
848 | 0
864 | 0.291661
880 | 0.296328
896 | 0.281566
912 | 0.268275
928 | 0.256182
944 | 0.245133
960 | 0
976 | 0
992 | 0
1008 | 0
1024 | 0.00163724
1040 | 0.0166526
1056 | 0.0551539
1072 | 0.131604
1088 | 0.254609
1104 | 0.427911
1120 | 0.60066
1136 | 0.74539
1152 | 0.848515
1168 | 0.919449
1184 | 0.953219
1200 | 0.952066
1216 | 0.948939
1232 | 0.94629
1248 | 0.9436
1264 | 0.926475
1280 | 0.886645
1296 | 0.825223
1312 | 0.728471
1328 | 0.594131
1344 | 0.447976
1360 | 0.313395
1376 | 0.215243
1392 | 0.150626
1408 | 0.0831861
1424 | 0.0333686
1440 | 0.00581857
1456 | 0
1472 | 0
1488 | 0
1504 | 0
1520 | 0
1536 | 0
1552 | 0
1568 | 0
1584 | 0
1600 | 0
1616 | 0
1632 | 0
1648 | 0
1664 | 0
1680 | 0
1696 | 0
1712 | 0
1728 | 0
1744 | 0
1760 | 0
1776 | 0
1792 | 0
1808 | 0
1824 | 0
1840 | 0
1856 | 0
1872 | 0
1888 | 0
1904 | 0.00163752
1920 | 0.0166556
1936 | 0.0551642
1952 | 0.131612
1968 | 0.254735
1984 | 0.42804
2000 | 0.600831
2016 | 0.745591
2032 | 1.0738
2048 | 1.1446
2064 | 1.16888
2080 | 1.17514
2096 | 1.22811
2112 | 1.27337
2128 | 1.03166
2144 | 1.03683
2160 | 1.02651
2176 | 0.987016
2192 | 0.851465
2208 | 0.700284
2224 | 0.547219
2240 | 0.38258
2256 | 0.247138
2272 | 0.155334
2288 | 0.100046
2304 | 0.0579212
2320 | 0.0157967
2336 | 0
2352 | 0
2368 | 0
2384 | 0
2400 | 0
2416 | 0
2432 | 0
2448 | 0
2464 | 0
2480 | 0
2496 | 0
2512 | 0
2528 | 0
2544 | 0
2560 | 0
2576 | 0
2592 | 0
2608 | 0
2624 | 0
2640 | 0
2656 | 0
2672 | 0
2688 | 0
2704 | 0.327334
2720 | 0.345258
2736 | 0.345142
2752 | 0.345142
2768 | 0.345142
2784 | 0.345258
2800 | 0
2816 | 0
2832 | 0
2848 | 0
2864 | 0
2880 | 0
2896 | 0
2912 | 0
2928 | 0
2944 | 0
2960 | 0
2976 | 0
2992 | 0
3008 | 0
3024 | 0.00401196
3040 | 0.0242336
3056 | 0.0619342
3072 | 0.116784
3088 | 0.189355
3104 | 0.279427
3120 | 0.383046
3136 | 0.503113
3152 | 0.622762
3168 | 0.74315
3184 | 0.828834
3200 | 0.900299
3216 | 0.944081
3232 | 0.950783
3248 | 0.951511
3264 | 0.952181
3280 | 0.950536
3296 | 0.942255
3312 | 0.94673
3328 | 0.947572
3344 | 0.950952
3360 | 0.937484
3376 | 0.917379
3392 | 0.88655
3408 | 0.827846
3424 | 0.738699
3440 | 0.628259
3456 | 0.495575
3472 | 0.352
3488 | 0.197917
3504 | 0.0670018
3520 | 0.0066345
3536 | 0
3552 | 0
3568 | 0
3584 | 0
3600 | 0
3616 | 0
3632 | 0
3648 | 0
3664 | 0
Valeur de l'integrale : 853.369
